|||Sütunlar||||||||||||
||2020|167.0|174.0|178.0|179.0|181.0|187.0|187.0|163.0|160.0|168.0|198.0||
|1. (15+) ve Erkek ve 4. (İşinden Ayrıldı-Kendi İsteğiyle)|2014|296.0|307.0|329.0|331.0|314.0|319.0|324.0|317.0|334.0|340.0|352.0|324.0|
||2015|315.0|313.0|311.0|309.0|313.0|312.0|309.0|314.0|328.0|339.0|338.0|337.0|
||2016|355.0|352.0|344.0|298.0|314.0|333.0|354.0|367.0|359.0|367.0|354.0|371.0|
||2017|395.0|384.0|368.0|330.0|333.0|336.0|350.0|345.0|340.0|306.0|318.0|304.0|
||2018|321.0|314.0|311.0|308.0|287.0|310.0|320.0|339.0|361.0|352.0|358.0|343.0|
||2019|366.0|373.0|357.0|337.0|340.0|355.0|371.0|357.0|349.0|358.0|351.0|360.0|
||2020|349.0|334.0|319.0|300.0|320.0|314.0|330.0|339.0|364.0|373.0|359.0||
|1. (15+) ve Erkek ve 5. (İşinden Ayrıldı-Ücretsiz Aile İşçisi Olarak Çalışıyordu)|2014|15.0|15.0|10.0|5.0|3.0|3.0|5.0|6.0|7.0|6.0|8.0|8.0|
||2015|6.0|3.0|4.0|5.0|4.0|3.0|2.0|1.0|1.0|3.0|4.0|5.0|
||2016|4.0|4.0|3.0|4.0|3.0|3.0|0.0|1.0|1.0|3.0|6.0|7.0|
||2017|6.0|3.0|1.0|3.0|4.0|3.0|1.0|0.0|1.0|2.0|3.0|2.0|
||2018|2.0|6.0|7.0|6.0|3.0|4.0|6.0|6.0|5.0|4.0|7.0|7.0|
||2019|7.0|4.0|2.0|4.0|4.0|6.0|1.0|3.0|2.0|6.0|9.0|15.0|
||2020|15.0|11.0|5.0|7.0|6.0|8.0|7.0|7.0|9.0|10.0|14.0||
|1. (15+) ve Erkek ve 6. (İşinden Ayrıldı-Emekli Oldu)|2014|74.0|83.0|84.0|89.0|100.0|99.0|92.0|76.0|78.0|86.0|92.0|99.0|
||2015|97.0|103.0|103.0|110.0|106.0|107.0|92.0|96.0|104.0|115.0|118.0|110.0|
||2016|91.0|93.0|90.0|93.0|75.0|67.0|64.0|69.0|74.0|82.0|86.0|86.0|
||2017|96.0|108.0|114.0|98.0|79.0|78.0|73.0|82.0|83.0|98.0|96.0|105.0|
||2018|105.0|104.0|94.0|82.0|88.0|86.0|102.0|85.0|94.0|90.0|94.0|103.0|
||2019|105.0|119.0|107.0|98.0|85.0|77.0|89.0|91.0|100.0|104.0|115.0|113.0|
||2020|99.0|91.0|71.0|75.0|81.0|103.0|90.0|83.0|81.0|94.0|106.0||
|1. (15+) ve Erkek ve 7. (İşinden Ayrıldı-Diğer)|2014|184.0|194.0|171.0|167.0|181.0|224.0|245.0|233.0|216.0|199.0|202.0|199.0|
||2015|179.0|183.0|167.0|169.0|182.0|218.0|241.0|238.0|222.0|203.0|193.0|188.0|
||2016|199.0|194.0|206.0|199.0|245.0|249.0|254.0|236.0|229.0|242.0|229.0|214.0|
||2017|217.0|227.0|225.0|202.0|231.0|272.0|280.0|254.0|250.0|241.0|217.0|204.0|
||2018|221.0|231.0|216.0|203.0|233.0|287.0|316.0|319.0|283.0|279.0|285.0|305.0|
||2019|312.0|305.0|300.0|278.0|310.0|346.0|403.0|393.0|352.0|301.0|268.0|275.0|
||2020|277.0|272.0|259.0|264.0|300.0|379.0|404.0|399.0|360.0|358.0|376.0||
|1. (15+) ve Erkek ve 8. (İlk Kez İş Arayan-Öğrenime Devam Ediyordu)|2014|70.0|62.0|60.0|62.0|67.0|79.0|92.0|96.0|87.0|76.0|74.0|71.0|
||2015|71.0|66.0|66.0|58.0|65.0|85.0|101.0|99.0|87.0|85.0|74.0|65.0|
||2016|48.0|42.0|41.0|45.0|55.0|76.0|91.0|92.0|87.0|88.0|99.0|90.0|
||2017|84.0|78.0|81.0|82.0|82.0|92.0|112.0|111.0|98.0|77.0|72.0|77.0|
||2018|58.0|47.0|44.0|51.0|61.0|75.0|83.0|82.0|72.0|75.0|75.0|70.0|
||2019|67.0|59.0|63.0|67.0|76.0|88.0|96.0|105.0|91.0|73.0|64.0|55.0|
||2020|53.0|55.0|49.0|46.0|42.0|53.0|73.0|88.0|92.0|91.0|91.0||
|1. (15+) ve Erkek ve 9. (İlk Kez İş Arayan-Askerden Yeni Geldi)|2014|12.0|16.0|17.0|19.0|17.0|13.0|12.0|15.0|16.0|13.0|8.0|8.0|
||2015|10.0|14.0|10.0|13.0|15.0|15.0|11.0|13.0|13.0|14.0|8.0|7.0|
||2016|12.0|12.0|11.0|6.0|6.0|6.0|6.0|5.0|9.0|10.0|10.0|6.0|
||2017|5.0|4.0|7.0|9.0|10.0|8.0|5.0|8.0|9.0|10.0|7.0|5.0|
||2018|2.0|3.0|3.0|7.0|8.0|8.0|9.0|9.0|14.0|11.0|11.0|7.0|
||2019|5.0|4.0|9.0|10.0|11.0|7.0|12.0|13.0|13.0|14.0|12.0|10.0|
||2020|7.0|11.0|13.0|9.0|6.0|6.0|8.0|7.0|7.0|9.0|11.0||
|1. (15+) ve Kadın ve 1. (İşini Kaybetti-Geçici Bir İşte Çalışıyordu,İş Bitti)|2014|170.0|154.0|158.0|146.0|153.0|154.0|200.0|219.0|241.0|223.0|220.0|218.0|
||2015|220.0|215.0|208.0|193.0|189.0|208.0|252.0|294.0|299.0|275.0|263.0|254.0|
||2016|264.0|249.0|231.0|211.0|213.0|262.0|315.0|365.0|377.0|392.0|385.0|374.0|
||2017|364.0|333.0|327.0|299.0|313.0|323.0|374.0|384.0|383.0|354.0|340.0|343.0|
||2018|343.0|351.0|338.0|337.0|347.0|372.0|415.0|445.0|431.0|404.0|385.0|409.0|
||2019|435.0|443.0|427.0|402.0|404.0|416.0|483.0|513.0|528.0|502.0|476.0|489.0|
||2020|452.0|418.0|359.0|323.0|327.0|378.0|433.0|442.0|406.0|378.0|342.0||
|1. (15+) ve Kadın ve 10. (İlk Kez İş Arayan-Ev İşleri İle Meşgul)|2014|60.0|61.0|53.0|50.0|53.0|58.0|59.0|56.0|59.0|58.0|69.0|57.0|
||2015|58.0|59.0|58.0|61.0|59.0|55.0|54.0|46.0|50.0|58.0|70.0|74.0|
||2016|66.0|65.0|59.0|55.0|48.0|55.0|61.0|71.0|78.0|79.0|86.0|77.0|
||2017|84.0|76.0|86.0|70.0|67.0|61.0|65.0|72.0|78.0|82.0|82.0|66.0|
||2018|68.0|62.0|67.0|62.0|64.0|68.0|73.0|76.0|94.0|97.0|104.0|98.0|
||2019|100.0|92.0|88.0|86.0|89.0|86.0|98.0|110.0|111.0|116.0|113.0|109.0|
||2020|84.0|67.0|59.0|52.0|44.0|52.0|56.0|76.0|82.0|92.0|83.0||
|1. (15+) ve Kadın ve 11. (İlk Kez İş Arayan-Diğer)|2014|2.0|3.0|3.0|2.0|1.0|1.0|4.0|3.0|3.0|3.0|2.0|3.0|
||2015|3.0|4.0|4.0|3.0|3.0|2.0|4.0|5.0|6.0|5.0|2.0|1.0|
||2016|1.0|1.0|1.0|0.0|1.0|3.0|4.0|4.0|2.0|2.0|1.0|3.0|
||2017|2.0|2.0|2.0|1.0|2.0|3.0|8.0|10.0|8.0|3.0|-9.93E8|1.0|
||2018|1.0|1.0|-9.93E8|3.0|5.0|8.0|7.0|6.0|3.0|2.0|1.0|2.0|
||2019|2.0|4.0|4.0|3.0|3.0|3.0|4.0|3.0|1.0|-9.93E8|2.0|2.0|
||2020|4.0|3.0|3.0|3.0|2.0|2.0|3.0|6.0|5.0|4.0|1.0||
|1. (15+) ve Kadın ve 2. (İşini Kaybetti-İşten Çıkartıldı)|2014|77.0|86.0|83.0|90.0|85.0|81.0|67.0|68.0|76.0|86.0|97.0|98.0|
||2015|98.0|96.0|100.0|98.0|84.0|85.0|72.0|77.0|74.0|84.0|94.0|99.0|
||2016|112.0|103.0|98.0|78.0|82.0|87.0|102.0|107.0|100.0|102.0|97.0|107.0|
||2017|107.0|112.0|109.0|101.0|106.0|105.0|108.0|92.0|96.0|92.0|87.0|73.0|
||2018|79.0|78.0|81.0|69.0|74.0|80.0|83.0|88.0|92.0|93.0|104.0|124.0|
||2019|148.0|162.0|170.0|174.0|158.0|143.0|144.0|153.0|156.0|169.0|167.0|163.0|
||2020|146.0|151.0|160.0|183.0|186.0|195.0|168.0|160.0|147.0|143.0|133.0||
|1. (15+) ve Kadın ve 3. (İşini Kaybetti-İşyerini Kapattı/İflas Etti)|2014|49.0|55.0|50.0|37.0|43.0|40.0|49.0|44.0|46.0|45.0|41.0|43.0|
||2015|46.0|47.0|47.0|40.0|35.0|34.0|26.0|24.0|24.0|28.0|33.0|35.0|
||2016|44.0|45.0|46.0|40.0|37.0|36.0|47.0|55.0|58.0|53.0|48.0|43.0|
||2017|52.0|56.0|58.0|50.0|49.0|48.0|51.0|51.0|52.0|46.0|40.0|40.0|
||2018|42.0|45.0|47.0|41.0|40.0|38.0|32.0|34.0|37.0|40.0|38.0|39.0|
||2019|52.0|60.0|64.0|54.0|48.0|48.0|59.0|61.0|52.0|42.0|42.0|39.0|
||2020|44.0|47.0|48.0|47.0|45.0|51.0|52.0|46.0|39.0|35.0|45.0||
|1. (15+) ve Kadın ve 4. (İşinden Ayrıldı-Kendi İsteğiyle)|2014|254.0|254.0|260.0|245.0|245.0|258.0|276.0|301.0|319.0|305.0|288.0|279.0|
||2015|293.0|308.0|313.0|294.0|302.0|280.0|304.0|304.0|320.0|306.0|313.0|287.0|
||2016|277.0|268.0|268.0|278.0|262.0|278.0|297.0|312.0|317.0|316.0|324.0|321.0|
||2017|309.0|298.0|280.0|259.0|249.0|247.0|261.0|273.0|285.0|270.0|248.0|252.0|
||2018|279.0|282.0|275.0|251.0|245.0|248.0|287.0|314.0|312.0|296.0|288.0|301.0|
||2019|316.0|331.0|311.0|300.0|295.0|301.0|334.0|341.0|359.0|338.0|342.0|331.0|
||2020|338.0|306.0|265.0|223.0|219.0|251.0|280.0|289.0|295.0|277.0|264.0||
|1. (15+) ve Kadın ve 5. (İşinden Ayrıldı-Ücretsiz Aile İşçisi Olarak Çalışıyordu)|2014|3.0|4.0|6.0|6.0|5.0|3.0|6.0|5.0|6.0|4.0|3.0|1.0|
||2015|1.0|2.0|1.0|1.0|1.0|2.0|2.0|3.0|4.0|3.0|2.0|-9.93E8|
||2016|2.0|2.0|3.0|1.0|1.0|0.0|2.0|3.0|4.0|2.0|0.0|1.0|
||2017|1.0|1.0|1.0|2.0|1.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|
||2018|2.0|2.0|2.0|3.0|4.0|4.0|2.0|2.0|2.0|4.0|7.0|7.0|
||2019|7.0|6.0|6.0|4.0|3.0|3.0|2.0|2.0|3.0|3.0|2.0|4.0|
||2020|4.0|4.0|3.0|3.0|3.0|2.0|3.0|3.0|2.0|1.0|1.0||
|1. (15+) ve Kadın ve 6. (İşinden Ayrıldı-Emekli Oldu)|2014|8.0|13.0|10.0|12.0|10.0|13.0|8.0|9.0|7.0|8.0|4.0|7.0|
||2015|8.0|13.0|19.0|19.0|17.0|12.0|15.0|17.0|17.0|14.0|13.0|13.0|
||2016|15.0|15.0|15.0|12.0|10.0|10.0|10.0|8.0|10.0|12.0|12.0|11.0|
||2017|13.0|14.0|13.0|9.0|10.0|8.0|10.0|9.0|11.0|11.0|12.0|11.0|
||2018|9.0|9.0|10.0|16.0|18.0|21.0|18.0|17.0|14.0|17.0|22.0|19.0|
||2019|18.0|13.0|11.0|10.0|12.0|14.0|12.0|12.0|13.0|14.0|12.0|11.0|
||2020|10.0|11.0|7.0|5.0|4.0|5.0|9.0|12.0|11.0|8.0|9.0||
|1. (15+) ve Kadın ve 7. (İşinden Ayrıldı-Diğer)|2014|225.0|245.0|255.0|244.0|265.0|267.0|295.0|311.0|347.0|349.0|324.0|287.0|
||2015|305.0|308.0|307.0|271.0|288.0|302.0|316.0|330.0|342.0|366.0|334.0|349.0|
||2016|338.0|347.0|328.0|349.0|371.0|402.0|426.0|449.0|489.0|488.0|486.0|448.0|
||2017|450.0|446.0|436.0|435.0|416.0|457.0|499.0|539.0|530.0|481.0|461.0|454.0|
||2018|451.0|454.0|435.0|425.0|407.0|438.0|479.0|512.0|496.0|494.0|475.0|496.0|
||2019|525.0|556.0|530.0|479.0|464.0|523.0|526.0|556.0|526.0|528.0|490.0|482.0|
||2020|471.0|434.0|371.0|319.0|352.0|398.0|461.0|481.0|484.0|481.0|453.0||
|1. (15+) ve Kadın ve 8. (İlk Kez İş Arayan-Öğrenime Devam Ediyordu)|2014|67.0|68.0|67.0|73.0|76.0|95.0|102.0|117.0|116.0|113.0|103.0|100.0|
||2015|111.0|100.0|92.0|79.0|98.0|119.0|142.0|134.0|125.0|96.0|84.0|75.0|
||2016|71.0|69.0|56.0|52.0|66.0|86.0|104.0|115.0|114.0|134.0|126.0|126.0|
||2017|102.0|100.0|100.0|109.0|119.0|138.0|142.0|131.0|117.0|111.0|110.0|96.0|
||2018|83.0|72.0|65.0|74.0|101.0|124.0|126.0|120.0|129.0|126.0|118.0|101.0|
||2019|111.0|106.0|112.0|113.0|119.0|146.0|150.0|166.0|138.0|127.0|108.0|102.0|
||2020|91.0|82.0|74.0|58.0|62.0|72.0|95.0|100.0|116.0|121.0|127.0||
|1. (15+) ve Kadın ve 9. (İlk Kez İş Arayan-Askerden Yeni Geldi)|2014|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2015|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2016|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2017|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2018|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2019|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|
||2020|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8|-9.93E8||
|||||||||||||||
